idtyp,idsubj,sequencePC,period,belief,contribution,subject,idsess,group,otherscontrib,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,u,predictedcontribution,half
2,221,0,2,6,0,21,2,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,223,0,2,12,10,23,2,5,7,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,5,11,1
2,211,0,3,10,0,11,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,223,0,3,9,8,23,2,5,3,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,5,8,1
1,216,0,3,12,5,16,2,5,4,0,2,3,4,4,5,5,5,5,8,9,10,10,10,10,15,20,20,20,20,20,7,10,1
1,205,0,3,4,5,5,2,5,4,0,0,0,1,1,2,3,3,4,4,4,6,8,10,10,12,12,14,16,17,17,15,1,1
2,214,0,4,15,15,14,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,224,0,4,3,1,24,2,5,7,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1
1,205,0,4,9,2,5,2,5,6,0,0,0,1,1,2,3,3,4,4,4,6,8,10,10,12,12,14,16,17,17,15,4,1
2,203,0,4,5,3,3,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,202,0,5,7,8,2,2,5,7,10,14,11,19,12,10,15,18,14,10,9,12,13,8,7,6,14,15,19,18,20,16,18,1
3,210,0,5,6,0,10,2,5,9,0,0,1,1,2,2,3,3,3,4,4,3,2,2,0,0,0,0,0,0,0,0,3,1
1,205,0,5,14,12,5,2,5,5,0,0,0,1,1,2,3,3,4,4,4,6,8,10,10,12,12,14,16,17,17,15,10,1
4,219,0,5,9,8,19,2,5,7,0,0,0,0,16,15,15,20,20,7,7,9,8,8,8,10,10,10,5,20,20,8,7,1
4,217,0,6,4,0,17,2,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,2
2,221,0,6,4,0,21,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,209,0,6,7,0,9,2,5,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,7,2
2,218,0,6,5,0,18,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,207,0,7,3,0,7,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,221,0,7,3,0,21,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,214,0,7,11,5,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,208,0,7,4,0,8,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,206,0,8,10,10,6,2,5,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,2
1,220,0,8,3,0,20,2,5,4,0,0,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,20,20,20,20,10,2,2
2,211,0,8,3,0,11,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,203,0,8,3,2,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,217,0,9,3,1,17,2,5,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,2
1,209,0,9,5,3,9,2,5,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,5,2
1,204,0,9,2,3,4,2,5,2,0,0,0,0,0,5,6,7,8,9,10,12,13,14,15,16,18,19,20,20,20,6,0,2
4,202,0,9,5,2,2,2,5,2,10,14,11,19,12,10,15,18,14,10,9,12,13,8,7,6,14,15,19,18,20,16,10,2
2,208,0,10,4,0,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,218,0,10,3,0,18,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,223,0,10,4,0,23,2,5,0,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,5,3,2
1,205,0,10,3,1,5,2,5,0,0,0,0,1,1,2,3,3,4,4,4,6,8,10,10,12,12,14,16,17,17,15,1,2
1,223,0,1,19,20,23,2,6,4,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,5,19,1
4,224,0,1,5,3,24,2,6,9,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1
2,208,0,1,12,7,8,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,209,0,1,1,1,9,2,6,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,1
4,222,0,2,15,2,22,2,6,10,15,14,16,8,9,7,15,12,10,20,0,0,1,2,0,4,5,8,3,8,12,20,4,1
2,207,0,2,10,9,7,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,211,0,2,10,0,11,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,210,0,2,20,20,10,2,6,4,0,0,1,1,2,2,3,3,3,4,4,3,2,2,0,0,0,0,0,0,0,0,0,1
2,214,0,3,10,10,14,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,203,0,3,9,3,3,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,218,0,3,9,0,18,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,224,0,3,3,0,24,2,6,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,1
2,213,0,4,3,0,13,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,204,0,4,10,11,4,2,6,7,0,0,0,0,0,5,6,7,8,9,10,12,13,14,15,16,18,19,20,20,20,6,10,1
1,220,0,4,5,10,20,2,6,7,0,0,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,20,20,20,20,10,4,1
1,212,0,4,10,10,12,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,1
1,209,0,5,5,2,9,2,6,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,5,1
2,214,0,5,7,0,14,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,211,0,5,5,0,11,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,207,0,5,5,4,7,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,224,0,6,4,5,24,2,6,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2
2,211,0,6,3,0,11,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,205,0,6,7,3,5,2,6,2,0,0,0,1,1,2,3,3,4,4,4,6,8,10,10,12,12,14,16,17,17,15,3,2
2,208,0,6,4,0,8,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,223,0,7,6,5,23,2,6,3,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,5,5,2
1,216,0,7,4,5,16,2,6,3,0,2,3,4,4,5,5,5,5,8,9,10,10,10,10,15,20,20,20,20,20,7,4,2
2,203,0,7,4,3,3,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,211,0,7,3,0,11,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,207,0,8,3,0,7,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,222,0,8,16,0,22,2,6,2,15,14,16,8,9,7,15,12,10,20,0,0,1,2,0,4,5,8,3,8,12,20,5,2
4,219,0,8,5,4,19,2,6,0,0,0,0,0,16,15,15,20,20,7,7,9,8,8,8,10,10,10,5,20,20,8,15,2
4,224,0,8,1,1,24,2,6,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2
1,216,0,9,8,10,16,2,6,3,0,2,3,4,4,5,5,5,5,8,9,10,10,10,10,15,20,20,20,20,20,7,5,2
1,223,0,9,6,10,23,2,6,3,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,5,5,2
2,211,0,9,4,0,11,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,215,0,9,3,0,15,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,15,20,0,0,2
1,201,0,10,5,5,1,2,6,3,0,1,2,3,4,5,6,7,8,9,9,10,11,12,13,14,15,16,17,18,19,7,5,2
2,203,0,10,3,0,3,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,202,0,10,4,3,2,2,6,3,10,14,11,19,12,10,15,18,14,10,9,12,13,8,7,6,14,15,19,18,20,16,12,2
4,222,0,10,17,5,22,2,6,3,15,14,16,8,9,7,15,12,10,20,0,0,1,2,0,4,5,8,3,8,12,20,8,2
4,306,0,1,7,11,6,3,1,14,11,2,3,4,5,6,11,12,13,11,18,0,16,9,9,3,10,11,18,9,10,8,12,1
3,318,0,1,12,14,18,3,1,13,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,0,1
2,305,0,1,10,20,5,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,311,0,1,8,8,11,3,1,15,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,8,1
1,317,0,2,20,1,17,3,1,12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,305,0,2,8,20,5,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,307,0,2,10,14,7,3,1,8,0,1,3,3,4,4,4,5,4,4,5,6,6,6,5,4,4,4,3,2,0,3,5,1
1,312,0,2,7,2,12,3,1,12,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,5,1
1,317,0,3,8,1,17,3,1,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,302,0,3,17,20,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,0,20,1
3,311,0,3,12,8,11,3,1,8,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,8,1
1,312,0,3,9,3,12,3,1,10,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,6,1
1,309,0,4,6,6,9,3,1,8,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,1
1,312,0,4,6,4,12,3,1,9,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,4,1
2,308,0,4,8,0,8,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,313,0,4,10,20,13,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1
1,316,0,5,6,0,16,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,1
1,312,0,5,10,5,12,3,1,0,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,5,1
1,317,0,5,10,1,17,3,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,301,0,5,8,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,1
1,309,0,6,6,6,9,3,1,0,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,2
2,303,0,6,6,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,320,0,6,5,0,20,3,1,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,2
2,308,0,6,7,0,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,303,0,7,2,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,309,0,7,6,6,9,3,1,0,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,2
2,308,0,7,3,0,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,302,0,7,6,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,0,0,2
4,306,0,8,4,10,6,3,1,3,11,2,3,4,5,6,11,12,13,11,18,0,16,9,9,3,10,11,18,9,10,8,5,2
2,304,0,8,4,10,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,319,0,8,8,0,19,3,1,7,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,2
4,320,0,8,3,0,20,3,1,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,2
3,311,0,9,2,0,11,3,1,1,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,2,2
1,317,0,9,5,1,17,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,305,0,9,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,316,0,9,3,2,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,2
2,308,0,10,1,0,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,303,0,10,2,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,312,0,10,1,6,12,3,1,0,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,3,2
1,301,0,10,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,2
1,314,0,1,5,5,14,3,2,12,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,5,1
1,319,0,1,14,17,19,3,2,8,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,15,1
1,302,0,1,19,20,2,3,2,7,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,0,20,1
4,320,0,1,5,0,20,3,2,14,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,1
1,301,0,2,8,6,1,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,1
1,319,0,2,15,15,19,3,2,8,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,17,1
1,315,0,2,8,10,15,3,2,9,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,7,1
1,314,0,2,10,7,14,3,2,10,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,8,1
2,305,0,3,5,20,5,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,316,0,3,3,0,16,3,2,19,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,1
1,310,0,3,13,20,10,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,1
3,307,0,3,13,18,7,3,2,13,0,1,3,3,4,4,4,5,4,4,5,6,6,6,5,4,4,4,3,2,0,3,6,1
1,302,0,4,17,20,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,0,20,1
4,320,0,4,2,0,20,3,2,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,1
1,314,0,4,6,0,14,3,2,7,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,5,1
1,319,0,4,9,2,19,3,2,7,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,1
3,307,0,5,11,15,7,3,2,3,0,1,3,3,4,4,4,5,4,4,5,6,6,6,5,4,4,4,3,2,0,3,6,1
2,313,0,5,6,0,13,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1
1,314,0,5,8,4,14,3,2,7,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,7,1
1,309,0,5,6,6,9,3,2,6,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,1
2,304,0,6,4,2,4,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,312,0,6,2,1,12,3,2,7,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,2,2
2,305,0,6,3,0,5,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,302,0,6,13,20,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,0,20,2
3,318,0,7,6,8,18,3,2,1,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,3,2
4,320,0,7,2,0,20,3,2,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,2
2,304,0,7,5,2,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,306,0,7,4,1,6,3,2,3,11,2,3,4,5,6,11,12,13,11,18,0,16,9,9,3,10,11,18,9,10,8,5,2
2,305,0,8,1,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,311,0,8,5,2,11,3,2,0,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,5,2
1,314,0,8,4,0,14,3,2,1,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,3,2
2,303,0,8,2,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,307,0,9,3,2,7,3,2,1,0,1,3,3,4,4,4,5,4,4,5,6,6,6,5,4,4,4,3,2,0,3,3,2
1,312,0,9,3,2,12,3,2,1,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,4,2
2,308,0,9,1,0,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,315,0,9,2,0,15,3,2,1,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,1,2
2,305,0,10,1,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,310,0,10,1,0,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,2
1,316,0,10,1,3,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,2
2,313,0,10,0,0,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2
2,313,0,1,20,20,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1
2,308,0,1,10,0,8,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,316,0,1,6,0,16,3,3,7,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,1
1,317,0,1,15,1,17,3,3,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,310,0,2,18,20,10,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,20,1
4,320,0,2,8,0,20,3,3,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,1
2,313,0,2,12,20,13,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1
4,306,0,2,10,11,6,3,3,13,11,2,3,4,5,6,11,12,13,11,18,0,16,9,9,3,10,11,18,9,10,8,18,1
4,306,0,3,12,11,6,3,3,6,11,2,3,4,5,6,11,12,13,11,18,0,16,9,9,3,10,11,18,9,10,8,16,1
1,314,0,3,10,3,14,3,3,8,0,0,1,2,3,5,5,6,7,7,8,8,8,9,9,10,10,10,10,11,13,4,8,1
1,319,0,3,10,5,19,3,3,8,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,1
1,315,0,3,10,9,15,3,3,6,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,9,1
2,305,0,4,7,10,5,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,315,0,4,7,8,15,3,3,5,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,6,1
2,303,0,4,7,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,318,0,4,10,5,18,3,3,6,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,6,1
2,303,0,5,10,0,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,320,0,5,6,0,20,3,3,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,1
1,310,0,5,9,20,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,0,1
2,305,0,5,4,0,5,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,301,0,6,7,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,2
1,316,0,6,6,0,16,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,2
2,313,0,6,7,0,13,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2
1,315,0,6,8,10,15,3,3,0,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,7,2
1,315,0,7,8,7,15,3,3,2,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,7,2
2,313,0,7,3,0,13,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2
3,307,0,7,5,5,7,3,3,3,0,1,3,3,4,4,4,5,4,4,5,6,6,6,5,4,4,4,3,2,0,3,4,2
1,317,0,7,6,1,17,3,3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1,315,0,8,4,8,15,3,3,1,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,4,3,2
1,317,0,8,5,1,17,3,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,313,0,8,3,0,13,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2
1,316,0,8,3,1,16,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,2
1,301,0,9,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,2
1,302,0,9,3,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,0,0,2
2,313,0,9,3,0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2
1,319,0,9,8,0,19,3,3,0,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,10,2
3,311,0,10,1,0,11,3,3,4,0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,2,1,2
3,307,0,10,0,0,7,3,3,4,0,1,3,3,4,4,4,5,4,4,5,6,6,6,5,4,4,4,3,2,0,3,0,2
1,319,0,10,6,5,19,3,3,2,0,0,0,5,5,5,5,8,10,10,10,10,10,15,15,17,17,18,20,20,20,18,5,2
1,309,0,10,6,6,9,3,3,2,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,2
1,301,0,1,5,0,1,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,1
1,309,0,1,5,5,9,3,4,7,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,6,1
1,310,0,1,18,20,10,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,10,20,1
1,312,0,1,3,1,12,3,4,8,1,3,2,4,2,3,4,5,6,6,5,6,8,6,7,6,9,5,7,8,8,3,4,1
2,308,0,2,20,0,8,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,304,0,2,9,9,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,309,0,2,6,7,9,3,4,3,0,2,3,4,5,6,7,8,9,10,20,20,20,20,20,20,20,20,20,20,20,6,7,1
1,316,0,2,5,0,16,3,4,5,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,0,0,1
3,318,0,3,12,10,18,3,4,0,0,0,2,3,3,3,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,4,0,1
2,304,0,3,5,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
